uf20-0102 39016 -1 2 3 4 -5 6 7 -8 9 10 -11 12 13 14 15 16 17 -18 -19 -20 0
uf20-0104 47581 1 2 3 4 5 -6 7 8 9 -10 11 12 13 -14 15 16 17 -18 -19 20 0
uf20-0109 36230 1 -2 3 -4 5 6 7 -8 9 10 11 -12 13 14 15 -16 -17 18 19 -20 0
uf20-0115 42044 1 -2 -3 4 5 -6 -7 -8 9 10 11 12 13 14 15 16 17 18 -19 20 0
uf20-0122 54289 1 2 3 4 5 6 7 -8 9 10 11 12 -13 14 -15 16 17 18 19 -20 0
uf20-0134 47075 1 2 -3 4 5 6 7 8 -9 10 11 12 13 14 -15 16 17 18 -19 -20 0
uf20-014 51135 1 -2 3 4 5 6 -7 8 -9 10 11 12 13 14 15 16 17 18 19 -20 0
uf20-0171 61792 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 18 -19 20 0
uf20-0172 52071 -1 2 3 -4 -5 6 7 8 -9 10 11 12 13 14 15 16 17 18 19 20 0
uf20-0180 54294 1 2 3 4 -5 6 7 8 -9 10 11 12 13 -14 15 16 -17 18 19 -20 0
uf20-0185 48949 1 2 -3 4 5 6 7 -8 9 -10 11 -12 -13 14 15 16 17 18 19 20 0
uf20-0194 54889 1 2 -3 -4 5 6 7 8 9 10 -11 12 13 14 15 16 17 18 -19 20 0
uf20-0204 46293 -1 2 3 4 5 6 7 -8 9 10 11 -12 13 14 15 16 -17 18 19 -20 0
uf20-0210 25594 1 2 -3 4 -5 6 7 8 9 10 -11 12 13 14 15 -16 -17 -18 19 -20 0
uf20-0211 38451 1 2 3 4 5 6 7 8 -9 -10 11 12 13 -14 -15 16 17 18 19 20 0
uf20-0212 39023 1 2 3 4 -5 6 7 8 -9 10 11 12 13 14 15 16 17 18 -19 -20 0
uf20-0233 38007 1 2 3 4 5 -6 7 8 9 -10 11 -12 13 -14 15 16 17 18 19 -20 0
uf20-0254 39576 1 -2 3 4 5 6 7 8 9 -10 11 12 13 14 15 -16 -17 18 19 20 0
uf20-0264 30427 -1 -2 -3 4 5 6 7 8 9 10 -11 -12 13 14 -15 16 -17 18 19 20 0
uf20-0269 35109 1 -2 3 4 5 6 7 8 9 10 -11 12 -13 14 -15 16 17 18 -19 20 0
uf20-0278 30622 -1 -2 3 4 -5 6 7 8 9 -10 11 12 13 -14 15 16 17 18 19 -20 0
uf20-028 29691 1 2 -3 4 5 6 -7 8 9 10 -11 12 13 -14 -15 -16 17 -18 19 20 0
