uf20-0102 2361 -1 2 3 4 -5 6 7 8 -9 -10 11 12 13 14 -15 -16 17 18 19 -20 0
uf20-0104 2137 1 2 3 4 5 -6 7 8 9 -10 11 12 13 -14 15 -16 17 -18 19 -20 0
uf20-0109 2576 -1 -2 3 -4 5 -6 7 8 -9 -10 11 12 13 -14 15 16 -17 18 19 20 0
uf20-0115 2160 1 2 3 4 5 -6 7 -8 9 10 11 -12 -13 14 -15 16 17 18 -19 20 0
uf20-0122 2233 -1 2 3 4 5 6 7 8 9 -10 -11 12 -13 14 15 -16 17 18 19 20 0
uf20-0134 2187 -1 2 3 -4 5 6 -7 8 -9 10 11 12 13 14 -15 16 17 18 -19 20 0
uf20-014 2401 1 2 3 4 5 -6 -7 8 9 10 11 12 13 -14 15 -16 17 18 19 20 0
uf20-0171 2492 1 2 3 4 5 6 7 8 9 10 11 12 13 -14 -15 16 17 18 19 20 0
uf20-0172 2104 -1 2 3 -4 -5 6 7 8 -9 10 11 12 13 14 15 16 17 18 19 20 0
uf20-0180 2029 1 2 3 4 -5 -6 7 8 9 10 11 12 13 -14 15 16 17 -18 -19 20 0
uf20-0185 2138 1 2 3 4 -5 -6 -7 8 9 -10 11 -12 -13 14 15 16 17 18 -19 20 0
uf20-0194 1988 1 2 3 -4 -5 6 7 8 9 10 -11 12 13 14 15 -16 17 18 -19 -20 0
uf20-0204 2153 -1 2 3 4 5 6 7 8 9 10 11 -12 13 14 -15 16 -17 18 19 -20 0
uf20-0210 2601 1 -2 -3 4 5 6 7 8 9 10 11 12 13 14 15 -16 -17 -18 19 -20 0
uf20-0211 2157 1 2 3 4 5 6 7 8 -9 -10 11 12 13 -14 15 16 17 -18 19 20 0
uf20-0212 2180 1 2 3 4 -5 6 7 8 9 10 11 -12 13 14 15 16 17 18 -19 -20 0
uf20-0233 1940 1 2 3 4 5 -6 7 8 9 -10 11 12 -13 -14 15 16 17 18 19 -20 0
uf20-0254 2028 1 -2 3 4 5 6 7 8 9 -10 11 12 13 14 15 -16 -17 18 19 20 0
uf20-0264 2348 1 2 -3 4 -5 6 7 8 9 10 -11 -12 13 14 15 -16 -17 18 -19 20 0
uf20-0269 2474 -1 2 3 4 5 -6 -7 8 9 10 11 -12 13 14 -15 16 17 18 19 20 0
uf20-0278 2170 1 -2 3 4 -5 6 7 8 -9 -10 11 12 13 -14 15 16 17 18 19 -20 0
uf20-028 2178 1 2 3 4 5 6 -7 -8 9 10 -11 12 13 -14 -15 16 17 -18 19 20 0
uf20-0302 2169 1 2 3 4 5 6 7 8 9 10 11 12 13 -14 -15 16 17 18 19 20 0
uf20-0303 2166 -1 2 -3 4 -5 -6 7 8 9 10 11 -12 13 -14 -15 -16 17 18 19 -20 0
uf20-030 2013 1 2 3 4 -5 6 7 8 9 -10 11 12 -13 14 15 -16 17 18 19 -20 0
uf20-0312 1886 1 2 -3 4 5 6 7 8 9 10 -11 12 13 -14 -15 -16 -17 18 19 20 0
uf20-0316 2099 1 2 -3 -4 -5 6 7 -8 9 -10 11 12 13 -14 15 16 17 18 -19 -20 0
uf20-0338 2419 1 -2 3 4 5 -6 7 -8 9 10 11 12 13 14 15 16 -17 18 -19 20 0
uf20-0348 2092 1 2 3 4 5 -6 7 8 9 10 -11 12 13 14 15 16 17 18 19 20 0
uf20-0352 2131 1 2 3 4 5 6 -7 8 9 10 -11 -12 13 14 15 16 -17 18 19 20 0
uf20-0367 2269 -1 -2 3 4 5 6 -7 8 9 10 11 -12 13 14 15 16 17 18 -19 -20 0
uf20-0369 2123 1 2 3 4 -5 -6 7 8 9 10 -11 12 13 14 15 16 17 -18 19 -20 0
uf20-0384 2458 -1 2 3 4 5 6 7 8 9 10 11 -12 13 -14 -15 16 17 18 19 20 0
uf20-0398 2135 1 2 3 4 5 6 7 8 9 10 11 12 13 -14 15 -16 17 18 19 20 0
uf20-03 2402 1 2 3 4 5 6 7 8 9 10 11 -12 -13 14 15 16 17 -18 -19 20 0
uf20-0400 2165 -1 2 3 4 5 6 7 -8 9 10 -11 12 13 14 15 16 17 18 19 20 0
uf20-0410 2002 1 2 3 4 5 6 7 -8 9 10 11 12 13 14 15 16 17 -18 19 20 0
uf20-0429 2058 1 2 3 4 5 6 7 8 9 10 11 -12 13 14 15 16 -17 18 19 20 0
uf20-0432 1964 1 2 3 4 -5 6 7 8 9 -10 11 12 13 14 15 16 17 18 -19 -20 0
uf20-0434 2098 1 2 -3 4 -5 6 7 8 -9 10 11 12 13 14 15 -16 17 18 19 20 0
uf20-0441 2278 1 2 3 4 -5 6 7 -8 9 10 11 12 -13 14 15 16 17 18 19 -20 0
uf20-0442 2447 1 -2 3 -4 5 6 -7 8 9 10 11 12 13 -14 15 16 17 18 19 -20 0
uf20-0460 2136 1 2 3 4 5 6 7 8 -9 10 11 12 13 -14 15 -16 17 18 19 20 0
uf20-0479 2123 1 2 -3 -4 -5 6 7 8 -9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0489 2051 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 -16 17 -18 19 20 0
uf20-0523 1998 1 2 3 4 -5 6 7 -8 -9 10 11 12 13 14 15 16 -17 18 -19 20 0
uf20-052 1840 1 2 3 4 5 6 -7 8 9 -10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0542 1947 1 2 3 4 5 6 7 8 9 -10 -11 12 -13 14 15 -16 -17 18 19 20 0
uf20-054 2290 -1 -2 3 4 5 -6 7 8 -9 -10 11 12 13 -14 15 16 17 18 19 20 0
uf20-0562 2270 1 -2 3 4 -5 6 7 -8 -9 -10 11 12 13 14 15 16 17 18 -19 20 0
uf20-0563 2135 1 -2 3 4 5 6 -7 8 9 -10 -11 12 13 14 15 16 17 18 19 20 0
uf20-0568 1953 1 2 3 4 -5 6 -7 8 -9 10 -11 12 13 14 15 16 17 -18 19 20 0
uf20-0582 2021 -1 2 3 4 5 -6 7 8 9 10 11 -12 -13 14 15 16 17 18 19 20 0
uf20-058 2225 1 2 3 -4 5 -6 7 -8 9 10 11 12 13 -14 15 -16 17 18 19 20 0
uf20-0591 2484 1 -2 3 -4 -5 6 -7 8 9 10 11 12 13 14 15 16 -17 18 -19 20 0
uf20-0615 2186 1 2 3 -4 5 6 7 8 -9 10 11 -12 -13 -14 -15 16 17 18 19 20 0
uf20-0629 2167 -1 2 3 4 5 -6 7 8 9 10 11 12 -13 -14 15 16 -17 18 19 20 0
uf20-0631 2186 1 2 3 4 5 -6 7 8 -9 10 11 12 13 -14 15 -16 17 18 19 20 0
uf20-0648 2584 1 2 3 4 5 6 -7 8 9 10 11 12 13 14 15 16 17 -18 19 20 0
uf20-0649 2366 -1 2 3 4 5 -6 7 8 9 10 11 12 -13 14 15 16 -17 18 -19 -20 0
uf20-0674 1995 1 -2 3 4 5 6 7 -8 9 10 11 12 13 14 15 16 -17 -18 -19 -20 0
uf20-0678 2211 -1 2 3 4 5 -6 7 8 9 10 11 12 13 14 -15 16 17 18 -19 -20 0
uf20-0697 5929 1 2 3 -4 5 -6 7 8 9 10 11 12 13 14 15 16 17 18 19 -20 0
uf20-0700 6300 1 2 3 4 5 6 7 -8 9 10 11 12 -13 14 15 16 -17 18 19 20 0
uf20-0701 5515 1 2 3 4 -5 6 7 -8 9 10 -11 -12 13 -14 15 16 -17 18 19 20 0
uf20-0704 6469 -1 2 3 -4 -5 6 7 -8 9 10 11 12 -13 14 -15 16 17 18 19 20 0
uf20-0714 6432 -1 2 3 4 5 -6 -7 8 9 10 11 12 13 14 15 16 17 18 19 20 0
uf20-0720 6090 -1 2 3 4 5 6 7 8 9 10 11 12 -13 14 15 16 17 18 19 20 0
uf20-0723 5101 1 -2 3 4 5 6 7 8 9 10 11 12 13 -14 15 16 17 -18 19 20 0
uf20-0725 5314 1 2 -3 4 5 6 -7 8 9 10 -11 12 13 14 15 16 17 -18 19 20 0
uf20-0738 6884 -1 2 3 4 -5 6 7 8 9 10 11 -12 13 -14 -15 16 17 18 19 20 0
uf20-073 5759 1 2 3 4 5 6 7 8 9 10 11 12 13 -14 15 16 17 18 19 20 0
uf20-0746 6051 1 2 3 4 5 6 7 8 9 10 -11 12 13 14 15 16 17 18 19 -20 0
uf20-0755 6108 1 2 3 -4 5 6 7 -8 9 10 11 -12 13 14 15 16 17 18 19 -20 0
uf20-0760 6316 1 -2 3 4 5 6 7 8 9 10 11 12 13 -14 -15 16 17 18 19 -20 0
uf20-0769 5945 -1 2 -3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 18 -19 -20 0
uf20-0770 6719 1 2 3 4 5 6 7 8 9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0781 5283 1 2 3 -4 -5 6 -7 8 -9 -10 11 -12 13 14 -15 16 17 18 19 20 0
uf20-0785 5599 -1 2 3 -4 -5 6 7 8 9 10 11 12 13 -14 15 16 17 -18 -19 20 0
uf20-0788 6172 1 2 3 -4 5 6 7 8 9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0796 4963 1 -2 3 -4 5 6 7 8 9 10 11 12 -13 -14 -15 -16 17 18 19 20 0
uf20-082 6944 1 2 3 -4 5 6 7 8 -9 10 11 12 -13 14 15 16 -17 -18 19 20 0
uf20-0836 5281 1 -2 3 -4 5 6 7 8 9 -10 -11 12 13 14 15 16 -17 -18 19 20 0
uf20-0840 5333 1 2 3 -4 5 6 -7 8 -9 10 -11 12 13 14 15 16 17 18 19 20 0
uf20-0873 5617 1 2 -3 4 5 6 7 -8 9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0874 5602 1 2 3 -4 5 6 7 -8 9 10 11 12 -13 14 15 16 -17 -18 19 20 0
uf20-0876 6808 1 2 3 -4 5 6 7 8 9 -10 11 12 13 14 15 16 -17 18 -19 20 0
uf20-0880 6284 1 2 3 4 5 6 -7 -8 9 10 11 -12 -13 14 -15 16 17 18 19 20 0
uf20-0883 6825 1 -2 3 -4 5 6 7 8 9 10 11 12 13 14 -15 -16 17 18 -19 -20 0
uf20-0884 5872 1 2 3 4 5 6 7 8 9 10 11 -12 13 14 15 16 17 -18 19 20 0
uf20-0907 5752 1 2 3 4 -5 -6 7 -8 9 10 11 12 13 -14 -15 16 -17 18 -19 20 0
uf20-0913 5723 1 2 3 4 5 6 7 8 9 10 11 -12 -13 14 15 -16 -17 18 -19 20 0
uf20-0914 6392 1 2 3 4 5 6 7 -8 9 -10 -11 12 -13 14 15 16 17 18 19 20 0
uf20-091 5728 -1 2 3 4 -5 6 7 8 9 10 -11 12 13 14 15 16 17 18 -19 -20 0
uf20-0954 5352 -1 2 3 4 5 6 7 -8 9 10 11 12 13 14 15 16 17 -18 19 -20 0
